obs_id,point_id,lat,lon,reference_kind,seed_eligible,source_feature_id,confidence,notes
marida_48MYU_2019-12-01,marida_48MYU_2019-12-01_AOI_0001,-6.298315507412215,106.59634514583671,aoi_proxy,false,30km_buffer_corner_1,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_48MYU_2019-12-01,marida_48MYU_2019-12-01_AOI_0002,-5.6892057965703735,106.59634514583671,aoi_proxy,false,30km_buffer_corner_2,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_48MYU_2019-12-01,marida_48MYU_2019-12-01_AOI_0003,-5.6892057965703735,107.18537478631985,aoi_proxy,false,30km_buffer_corner_3,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_48MYU_2019-12-01,marida_48MYU_2019-12-01_AOI_0004,-6.298315507412215,107.18537478631985,aoi_proxy,false,30km_buffer_corner_4,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_48MYU_2019-12-01,marida_48MYU_2019-12-01_AOI_0005,-6.298315507412215,106.59634514583671,aoi_proxy,false,30km_buffer_corner_5,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_19QDA_2019-01-11,marida_19QDA_2019-01-11_AOI_0001,18.146211909978078,-70.207300051098,aoi_proxy,false,30km_buffer_corner_1,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_19QDA_2019-01-11,marida_19QDA_2019-01-11_AOI_0002,18.75543875001606,-70.207300051098,aoi_proxy,false,30km_buffer_corner_2,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_19QDA_2019-01-11,marida_19QDA_2019-01-11_AOI_0003,18.75543875001606,-69.54144165609097,aoi_proxy,false,30km_buffer_corner_3,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_19QDA_2019-01-11,marida_19QDA_2019-01-11_AOI_0004,18.146211909978078,-69.54144165609097,aoi_proxy,false,30km_buffer_corner_4,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_19QDA_2019-01-11,marida_19QDA_2019-01-11_AOI_0005,18.146211909978078,-70.207300051098,aoi_proxy,false,30km_buffer_corner_5,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_16PCC_2018-06-11,marida_16PCC_2018-06-11_AOI_0001,15.426424951066076,-88.92506914823514,aoi_proxy,false,30km_buffer_corner_1,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_16PCC_2018-06-11,marida_16PCC_2018-06-11_AOI_0002,16.290854433977543,-88.92506914823514,aoi_proxy,false,30km_buffer_corner_2,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_16PCC_2018-06-11,marida_16PCC_2018-06-11_AOI_0003,16.290854433977543,-87.78930562046315,aoi_proxy,false,30km_buffer_corner_3,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_16PCC_2018-06-11,marida_16PCC_2018-06-11_AOI_0004,15.426424951066076,-87.78930562046315,aoi_proxy,false,30km_buffer_corner_4,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
marida_16PCC_2018-06-11,marida_16PCC_2018-06-11_AOI_0005,15.426424951066076,-88.92506914823514,aoi_proxy,false,30km_buffer_corner_5,,"Corner of the 30 km buffered optical AOI; context only, never an OpenDrift seed."
