dataset,scene_id,observation_id,area,role,source_shapefile_path,source_layer_type,source_feature_id,raw_class_label,normalized_class_label,sample_id,image_path,mask_path,patch_width,patch_height,centroid_x,centroid_y,geometry_area,edge_touch,extraction_status,vv_db_valid_pixel_count,vv_db_mean,vv_db_std,vv_db_min,vv_db_max,vv_db_median,vv_db_p10,vv_db_p25,vv_db_p75,vv_db_p90,vh_db_valid_pixel_count,vh_db_mean,vh_db_std,vh_db_min,vh_db_max,vh_db_median,vh_db_p10,vh_db_p25,vh_db_p75,vh_db_p90,vv_vh_ratio_db_valid_pixel_count,vv_vh_ratio_db_mean,vv_vh_ratio_db_std,vv_vh_ratio_db_min,vv_vh_ratio_db_max,vv_vh_ratio_db_median,vv_vh_ratio_db_p10,vv_vh_ratio_db_p25,vv_vh_ratio_db_p75,vv_vh_ratio_db_p90,vv_minus_vh_db_valid_pixel_count,vv_minus_vh_db_mean,vv_minus_vh_db_std,vv_minus_vh_db_min,vv_minus_vh_db_max,vv_minus_vh_db_median,vv_minus_vh_db_p10,vv_minus_vh_db_p25,vv_minus_vh_db_p75,vv_minus_vh_db_p90,vv_glcm_mean_valid_pixel_count,vv_glcm_mean_mean,vv_glcm_mean_std,vv_glcm_mean_min,vv_glcm_mean_max,vv_glcm_mean_median,vv_glcm_mean_p10,vv_glcm_mean_p25,vv_glcm_mean_p75,vv_glcm_mean_p90,vv_glcm_std_valid_pixel_count,vv_glcm_std_mean,vv_glcm_std_std,vv_glcm_std_min,vv_glcm_std_max,vv_glcm_std_median,vv_glcm_std_p10,vv_glcm_std_p25,vv_glcm_std_p75,vv_glcm_std_p90,vv_glcm_entropy_valid_pixel_count,vv_glcm_entropy_mean,vv_glcm_entropy_std,vv_glcm_entropy_min,vv_glcm_entropy_max,vv_glcm_entropy_median,vv_glcm_entropy_p10,vv_glcm_entropy_p25,vv_glcm_entropy_p75,vv_glcm_entropy_p90,decomp_entropy_valid_pixel_count,decomp_entropy_mean,decomp_entropy_std,decomp_entropy_min,decomp_entropy_max,decomp_entropy_median,decomp_entropy_p10,decomp_entropy_p25,decomp_entropy_p75,decomp_entropy_p90,decomp_anisotropy_valid_pixel_count,decomp_anisotropy_mean,decomp_anisotropy_std,decomp_anisotropy_min,decomp_anisotropy_max,decomp_anisotropy_median,decomp_anisotropy_p10,decomp_anisotropy_p25,decomp_anisotropy_p75,decomp_anisotropy_p90,decomp_alpha_valid_pixel_count,decomp_alpha_mean,decomp_alpha_std,decomp_alpha_min,decomp_alpha_max,decomp_alpha_median,decomp_alpha_p10,decomp_alpha_p25,decomp_alpha_p75,decomp_alpha_p90
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,1,,plastic,before_20181012T054431_1,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_1_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_1_mask.tif,256,256,3.447174349147417,39.58888538266333,2.8894472031660308e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,2,,plastic,before_20181012T054431_2,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_2_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_2_mask.tif,256,256,3.4494285292908358,39.58852903002264,2.645719197769856e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,3,,plastic,before_20181012T054431_3,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_3_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_3_mask.tif,256,256,3.4544912839063455,39.587638074313894,9.874885582345299e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,5,,plastic,before_20181012T054431_5,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_5_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_5_mask.tif,256,256,3.462406714349799,39.58743519811681,1.745598770336564e-05,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,6,,plastic,before_20181012T054431_6,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_6_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_6_mask.tif,256,256,3.4679808222395296,39.585530399558344,2.4776627331503084e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,7,,plastic,before_20181012T054431_7,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_7_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_7_mask.tif,256,256,3.470373833164411,39.584584099381644,2.2275855590838206e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,10,,plastic,before_20181012T054431_10,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_10_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_10_mask.tif,256,256,3.474709344615358,39.58409358007747,2.7673042689078596e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,11,,plastic,before_20181012T054431_11,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_11_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_11_mask.tif,256,256,3.480864266327452,39.58316876681233,4.237392351452845e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,14,,plastic,before_20181012T054431_14,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_14_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_14_mask.tif,256,256,3.4909516169700354,39.58089582873466,2.5130254430770067e-06,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
meria_global,before_20181012T054431,,,,D:\Masters\Data_Creation\meria_global_s1_slc\processed_slc\cabcd011-9d82-4124-9f9c-120bdc406cf3_Palma_de_Mallorca\before_20181012T054431\Digitised_patches\PalmadeMallorca_before_20181012.shp,digitised_patches,19,,plastic,before_20181012T054431_19,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_19_image.tif,D:\Masters\Data_Creation\Patches\meria_global\before_20181012T054431\plastic\before_20181012T054431_19_mask.tif,256,256,3.815374910009596,39.625999945074845,0.00394531558937528,True,ok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
